latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
52.52,13.419998,38.0,-18000,America/Chicago,GMT-5

time,temperature_2m (°C),rain (mm),apparent_temperature (°C),pressure_msl (hPa),snowfall (cm),precipitation (mm)
2026-04-04T00:00,10.1,0.00,7.1,1011.7,0.00,0.00
2026-04-04T01:00,10.5,0.20,7.9,1012.6,0.00,0.20
2026-04-04T02:00,11.0,0.00,8.3,1012.7,0.00,0.00
2026-04-04T03:00,11.8,0.00,8.4,1013.7,0.00,0.00
2026-04-04T04:00,13.0,0.00,9.1,1014.0,0.00,0.00
2026-04-04T05:00,13.4,0.00,8.9,1015.4,0.00,0.00
2026-04-04T06:00,13.9,0.00,9.1,1016.5,0.00,0.00
2026-04-04T07:00,14.3,0.00,9.4,1016.7,0.00,0.00
2026-04-04T08:00,14.8,0.00,10.2,1016.4,0.00,0.00
2026-04-04T09:00,14.8,0.00,9.9,1016.8,0.00,0.00
2026-04-04T10:00,14.8,0.00,9.5,1017.0,0.00,0.00
2026-04-04T11:00,14.5,0.00,9.8,1017.4,0.00,0.00
2026-04-04T12:00,14.0,0.00,9.7,1017.8,0.00,0.00
2026-04-04T13:00,13.3,0.00,9.6,1017.7,0.00,0.00
2026-04-04T14:00,12.3,0.00,9.2,1017.9,0.00,0.00
2026-04-04T15:00,11.3,0.00,8.5,1018.2,0.00,0.00
2026-04-04T16:00,10.2,0.00,7.4,1018.1,0.00,0.00
2026-04-04T17:00,9.6,0.00,6.7,1018.1,0.00,0.00
2026-04-04T18:00,9.3,0.00,6.4,1017.9,0.00,0.00
2026-04-04T19:00,9.5,0.00,6.4,1016.8,0.00,0.00
2026-04-04T20:00,8.8,0.00,6.0,1015.5,0.00,0.00
2026-04-04T21:00,8.8,0.00,6.0,1015.3,0.00,0.00
2026-04-04T22:00,9.1,0.00,6.3,1013.8,0.00,0.00
2026-04-04T23:00,9.3,0.00,6.6,1014.0,0.00,0.00
2026-04-05T00:00,9.5,0.00,7.0,1013.1,0.00,0.00
2026-04-05T01:00,10.3,0.00,7.6,1011.9,0.00,0.00
2026-04-05T02:00,11.7,0.00,8.9,1011.2,0.00,0.00
2026-04-05T03:00,13.8,0.00,10.6,1011.0,0.00,0.00
2026-04-05T04:00,16.3,0.00,12.8,1011.6,0.00,0.00
2026-04-05T05:00,17.3,0.00,13.1,1011.1,0.00,0.00
2026-04-05T06:00,17.3,0.00,13.0,1011.3,0.00,0.00
2026-04-05T07:00,17.2,0.00,12.8,1011.1,0.00,0.00
2026-04-05T08:00,16.8,0.00,13.2,1010.9,0.00,0.10
2026-04-05T09:00,15.9,0.10,11.5,1011.9,0.00,0.10
2026-04-05T10:00,14.6,0.20,11.1,1012.5,0.00,0.20
2026-04-05T11:00,14.2,0.10,10.5,1013.1,0.00,0.10
2026-04-05T12:00,12.8,0.80,8.6,1013.7,0.00,0.80
2026-04-05T13:00,11.8,0.00,7.2,1015.2,0.00,0.00
2026-04-05T14:00,11.0,0.00,6.9,1014.9,0.00,0.00
2026-04-05T15:00,10.5,0.00,6.6,1015.4,0.00,0.00
2026-04-05T16:00,10.3,0.00,6.4,1016.3,0.00,0.00
2026-04-05T17:00,9.5,0.50,5.3,1017.2,0.00,0.50
2026-04-05T18:00,9.1,0.40,5.0,1017.9,0.00,0.40
2026-04-05T19:00,8.3,0.00,4.1,1019.0,0.00,0.00
2026-04-05T20:00,7.6,0.00,3.5,1019.4,0.00,0.00
2026-04-05T21:00,6.9,0.00,2.7,1019.7,0.00,0.00
2026-04-05T22:00,6.7,0.00,2.2,1020.5,0.00,0.00
2026-04-05T23:00,6.3,0.00,1.7,1020.7,0.00,0.00
2026-04-06T00:00,6.0,0.00,1.4,1021.6,0.00,0.00
2026-04-06T01:00,6.2,0.00,1.5,1022.1,0.00,0.00
2026-04-06T02:00,6.8,0.00,1.8,1022.8,0.00,0.00
2026-04-06T03:00,8.1,0.00,2.5,1023.4,0.00,0.00
2026-04-06T04:00,9.3,0.00,3.8,1024.4,0.00,0.00
2026-04-06T05:00,10.5,0.00,4.8,1024.3,0.00,0.00
2026-04-06T06:00,11.5,0.00,5.7,1024.1,0.00,0.00
2026-04-06T07:00,12.3,0.00,6.7,1023.8,0.00,0.00
2026-04-06T08:00,12.6,0.00,7.0,1023.1,0.00,0.00
2026-04-06T09:00,12.7,0.00,6.6,1023.1,0.00,0.00
2026-04-06T10:00,12.9,0.00,6.4,1024.0,0.00,0.00
2026-04-06T11:00,12.5,0.00,6.6,1023.4,0.00,0.00
2026-04-06T12:00,11.9,0.00,6.5,1023.7,0.00,0.00
2026-04-06T13:00,11.1,0.00,6.1,1024.2,0.00,0.00
2026-04-06T14:00,9.9,0.00,4.7,1025.0,0.00,0.00
2026-04-06T15:00,8.9,0.00,3.7,1025.5,0.00,0.00
2026-04-06T16:00,7.9,0.00,2.8,1024.8,0.00,0.00
2026-04-06T17:00,6.9,0.00,2.0,1025.2,0.00,0.00
2026-04-06T18:00,5.9,0.00,1.3,1025.6,0.00,0.00
2026-04-06T19:00,5.0,0.00,0.6,1025.8,0.00,0.00
2026-04-06T20:00,4.3,0.00,0.3,1025.6,0.00,0.00
2026-04-06T21:00,3.7,0.00,-0.3,1025.7,0.00,0.00
2026-04-06T22:00,3.2,0.00,-0.7,1025.1,0.00,0.00
2026-04-06T23:00,2.8,0.00,-1.1,1025.5,0.00,0.00
2026-04-07T00:00,2.4,0.00,-1.6,1025.9,0.00,0.00
2026-04-07T01:00,2.9,0.00,-1.1,1025.8,0.00,0.00
2026-04-07T02:00,3.8,0.00,-0.3,1026.1,0.00,0.00
2026-04-07T03:00,5.2,0.00,1.0,1025.8,0.00,0.00
2026-04-07T04:00,6.3,0.00,1.7,1026.5,0.00,0.00
2026-04-07T05:00,7.6,0.00,3.5,1026.5,0.00,0.00
2026-04-07T06:00,9.4,0.00,5.5,1026.6,0.00,0.00
2026-04-07T07:00,10.9,0.00,7.3,1025.7,0.00,0.00
2026-04-07T08:00,12.5,0.00,8.7,1025.5,0.00,0.00
2026-04-07T09:00,13.1,0.00,8.3,1025.7,0.00,0.00
2026-04-07T10:00,13.3,0.00,8.8,1025.5,0.00,0.00
2026-04-07T11:00,13.0,0.00,8.1,1025.9,0.00,0.00
2026-04-07T12:00,12.3,0.00,7.9,1026.2,0.00,0.00
2026-04-07T13:00,11.3,0.00,6.6,1026.4,0.00,0.00
2026-04-07T14:00,9.8,0.00,5.1,1027.3,0.00,0.00
2026-04-07T15:00,8.3,0.00,4.3,1028.1,0.00,0.00
2026-04-07T16:00,7.1,0.00,3.5,1028.5,0.00,0.00
2026-04-07T17:00,6.3,0.00,3.0,1029.0,0.00,0.00
2026-04-07T18:00,5.6,0.00,2.4,1029.3,0.00,0.00
2026-04-07T19:00,4.5,0.00,1.2,1029.6,0.00,0.00
2026-04-07T20:00,4.0,0.00,0.6,1029.6,0.00,0.00
2026-04-07T21:00,3.5,0.00,0.5,1029.9,0.00,0.00
2026-04-07T22:00,2.4,0.00,-0.9,1030.2,0.00,0.00
2026-04-07T23:00,2.0,0.00,-1.2,1029.8,0.00,0.00
2026-04-08T00:00,1.9,0.00,-1.3,1030.3,0.00,0.00
2026-04-08T01:00,2.3,0.00,-1.0,1030.3,0.00,0.00
2026-04-08T02:00,3.9,0.00,0.9,1030.0,0.00,0.00
2026-04-08T03:00,6.2,0.00,3.2,1030.4,0.00,0.00
2026-04-08T04:00,9.2,0.00,6.2,1029.9,0.00,0.00
2026-04-08T05:00,10.8,0.00,8.2,1029.4,0.00,0.00
2026-04-08T06:00,12.0,0.00,9.5,1029.4,0.00,0.00
2026-04-08T07:00,13.0,0.00,10.4,1028.2,0.00,0.00
2026-04-08T08:00,13.5,0.00,10.2,1028.1,0.00,0.00
2026-04-08T09:00,13.6,0.00,9.8,1027.3,0.00,0.00
2026-04-08T10:00,14.4,0.00,10.2,1027.0,0.00,0.00
2026-04-08T11:00,13.3,0.00,8.8,1026.9,0.00,0.00
2026-04-08T12:00,12.2,0.00,7.9,1027.5,0.00,0.00
2026-04-08T13:00,11.4,0.00,7.3,1027.2,0.00,0.00
2026-04-08T14:00,9.7,0.00,5.2,1028.1,0.00,0.00
2026-04-08T15:00,7.9,0.00,4.0,1028.3,0.00,0.00
2026-04-08T16:00,7.0,0.00,3.5,1028.5,0.00,0.00
2026-04-08T17:00,6.0,0.00,2.4,1028.2,0.00,0.00
2026-04-08T18:00,4.9,0.00,1.4,1028.7,0.00,0.00
2026-04-08T19:00,4.3,0.00,1.0,1028.7,0.00,0.00
2026-04-08T20:00,3.8,0.00,0.4,1028.4,0.00,0.00
2026-04-08T21:00,3.1,0.00,-0.3,1028.1,0.00,0.00
2026-04-08T22:00,2.3,0.00,-1.1,1027.7,0.00,0.00
2026-04-08T23:00,1.8,0.00,-1.7,1027.8,0.00,0.00
2026-04-09T00:00,1.3,0.00,-2.1,1028.0,0.00,0.00
2026-04-09T01:00,0.6,0.00,-2.7,1027.8,0.00,0.00
2026-04-09T02:00,0.5,0.00,-3.2,1027.1,0.00,0.00
2026-04-09T03:00,1.9,0.00,-1.9,1027.1,0.00,0.00
2026-04-09T04:00,4.0,0.00,0.6,1026.7,0.00,0.00
2026-04-09T05:00,6.1,0.00,3.2,1026.5,0.00,0.00
2026-04-09T06:00,8.4,0.00,5.2,1025.4,0.00,0.00
2026-04-09T07:00,9.5,0.00,6.5,1024.7,0.00,0.00
2026-04-09T08:00,10.4,0.00,6.9,1023.5,0.00,0.00
2026-04-09T09:00,10.9,0.00,6.9,1022.6,0.00,0.00
2026-04-09T10:00,11.3,0.00,6.8,1022.1,0.00,0.00
2026-04-09T11:00,11.2,0.00,6.9,1021.5,0.00,0.00
2026-04-09T12:00,10.6,0.00,6.0,1021.4,0.00,0.00
2026-04-09T13:00,9.9,0.00,5.4,1021.5,0.00,0.00
2026-04-09T14:00,9.0,0.00,4.9,1020.5,0.00,0.00
2026-04-09T15:00,7.8,0.00,3.9,1020.8,0.00,0.00
2026-04-09T16:00,6.5,0.00,2.7,1020.7,0.00,0.00
2026-04-09T17:00,5.4,0.00,1.6,1020.0,0.00,0.00
2026-04-09T18:00,4.7,0.00,0.8,1020.0,0.00,0.00
2026-04-09T19:00,3.7,0.00,-0.4,1020.0,0.00,0.00
2026-04-09T20:00,2.8,0.00,-1.1,1018.9,0.00,0.00
2026-04-09T21:00,2.5,0.00,-1.2,1018.6,0.00,0.00
2026-04-09T22:00,2.3,0.00,-1.9,1018.2,0.00,0.00
2026-04-09T23:00,1.8,0.00,-2.2,1017.9,0.00,0.00
2026-04-10T00:00,1.7,0.00,-2.7,1017.1,0.00,0.00
2026-04-10T01:00,2.4,0.00,-1.8,1018.0,0.00,0.00
2026-04-10T02:00,3.2,0.00,-1.2,1017.3,0.00,0.00
2026-04-10T03:00,4.1,0.00,-0.2,1018.4,0.00,0.00
2026-04-10T04:00,5.0,0.00,0.9,1017.6,0.00,0.00
2026-04-10T05:00,6.2,0.00,1.9,1017.3,0.00,0.00
2026-04-10T06:00,6.8,0.00,2.8,1017.5,0.00,0.00
2026-04-10T07:00,7.1,0.00,3.6,1018.0,0.00,0.00
2026-04-10T08:00,7.9,0.00,5.0,1017.5,0.00,0.00
2026-04-10T09:00,8.4,0.00,5.4,1017.6,0.00,0.00
2026-04-10T10:00,8.5,0.00,5.0,1017.8,0.00,0.00
2026-04-10T11:00,8.0,0.00,4.2,1018.2,0.00,0.00
2026-04-10T12:00,7.8,0.00,4.9,1018.2,0.00,0.00
2026-04-10T13:00,7.6,0.00,4.8,1018.5,0.00,0.00
2026-04-10T14:00,7.3,0.00,4.4,1019.4,0.00,0.00
2026-04-10T15:00,6.8,0.00,3.9,1019.3,0.00,0.00
2026-04-10T16:00,5.5,0.00,2.5,1020.2,0.00,0.00
2026-04-10T17:00,4.7,0.00,2.0,1019.6,0.00,0.00
2026-04-10T18:00,4.0,0.00,1.3,1020.0,0.00,0.00
2026-04-10T19:00,3.1,0.00,0.5,1020.5,0.00,0.00
2026-04-10T20:00,2.8,0.00,0.4,1019.6,0.00,0.00
2026-04-10T21:00,2.4,0.00,-0.3,1019.4,0.00,0.00
2026-04-10T22:00,1.7,0.00,-1.2,1019.8,0.00,0.00
2026-04-10T23:00,1.1,0.00,-1.5,1019.9,0.00,0.00
2026-04-11T00:00,0.7,0.00,-2.1,1020.3,0.00,0.00
2026-04-11T01:00,1.6,0.00,-1.2,1019.9,0.00,0.00
2026-04-11T02:00,3.3,0.00,0.3,1020.4,0.00,0.00
2026-04-11T03:00,5.3,0.00,2.4,1020.7,0.00,0.00
2026-04-11T04:00,8.2,0.00,5.2,1020.0,0.00,0.00
2026-04-11T05:00,9.8,0.00,7.3,1019.8,0.00,0.00
2026-04-11T06:00,11.1,0.00,8.7,1019.3,0.00,0.00
2026-04-11T07:00,12.5,0.00,10.2,1018.2,0.00,0.00
2026-04-11T08:00,13.1,0.00,9.9,1017.7,0.00,0.00
2026-04-11T09:00,13.5,0.00,9.3,1017.2,0.00,0.00
2026-04-11T10:00,13.7,0.00,9.4,1017.0,0.00,0.00
2026-04-11T11:00,14.0,0.00,9.4,1016.5,0.00,0.00
2026-04-11T12:00,13.2,0.00,8.3,1016.3,0.00,0.00
2026-04-11T13:00,12.5,0.00,8.0,1016.2,0.00,0.00
2026-04-11T14:00,11.0,0.00,6.9,1015.9,0.00,0.00
2026-04-11T15:00,9.6,0.00,5.4,1016.5,0.00,0.00
2026-04-11T16:00,9.0,0.00,4.2,1016.2,0.00,0.00
2026-04-11T17:00,8.2,0.00,3.7,1016.0,0.00,0.00
2026-04-11T18:00,7.8,0.00,3.0,1015.6,0.00,0.00
2026-04-11T19:00,7.9,0.00,3.0,1015.5,0.00,0.00
2026-04-11T20:00,7.1,0.00,2.2,1015.4,0.00,0.00
2026-04-11T21:00,6.7,0.00,1.6,1015.0,0.00,0.00
2026-04-11T22:00,7.2,0.00,2.2,1014.5,0.00,0.00
2026-04-11T23:00,7.1,0.00,2.4,1014.8,0.00,0.00
2026-04-12T00:00,7.0,0.00,2.6,1015.2,0.00,0.00
2026-04-12T01:00,7.9,0.00,3.4,1015.0,0.00,0.00
2026-04-12T02:00,8.2,0.00,3.7,1015.8,0.00,0.00
2026-04-12T03:00,8.6,0.00,4.5,1016.1,0.00,0.00
2026-04-12T04:00,9.1,0.20,5.3,1016.1,0.00,0.20
2026-04-12T05:00,8.8,0.40,5.5,1016.3,0.00,0.40
2026-04-12T06:00,8.7,0.20,5.7,1016.4,0.00,0.20
2026-04-12T07:00,8.9,0.20,6.2,1016.6,0.00,0.20
2026-04-12T08:00,9.3,0.00,6.8,1017.0,0.00,0.00
2026-04-12T09:00,9.1,0.20,7.0,1016.8,0.00,0.20
2026-04-12T10:00,9.1,0.00,7.4,1016.8,0.00,0.00
2026-04-12T11:00,9.1,0.00,7.3,1016.8,0.00,0.00
2026-04-12T12:00,9.1,0.00,7.4,1017.0,0.00,0.00
2026-04-12T13:00,9.4,0.00,7.6,1017.1,0.00,0.00
2026-04-12T14:00,9.2,0.00,7.6,1017.5,0.00,0.00
2026-04-12T15:00,9.1,0.00,7.6,1017.0,0.00,0.00
2026-04-12T16:00,9.0,0.00,7.7,1017.6,0.00,0.00
2026-04-12T17:00,9.0,0.00,7.2,1017.1,0.00,0.00
2026-04-12T18:00,8.9,0.00,6.8,1017.1,0.00,0.00
2026-04-12T19:00,8.5,0.00,6.2,1016.7,0.00,0.00
2026-04-12T20:00,8.4,0.00,6.1,1016.9,0.00,0.00
2026-04-12T21:00,8.3,0.00,5.8,1016.6,0.00,0.00
2026-04-12T22:00,8.6,0.00,6.0,1016.5,0.00,0.00
2026-04-12T23:00,8.6,0.00,6.0,1016.3,0.00,0.00
2026-04-13T00:00,8.5,0.00,5.8,1016.1,0.00,0.00
2026-04-13T01:00,8.5,0.00,5.4,1015.4,0.00,0.00
2026-04-13T02:00,8.9,0.00,5.5,1015.2,0.00,0.00
2026-04-13T03:00,9.4,0.00,5.6,1015.3,0.00,0.00
2026-04-13T04:00,9.9,0.00,6.0,1014.7,0.00,0.00
2026-04-13T05:00,11.2,0.00,7.3,1014.2,0.00,0.00
2026-04-13T06:00,12.4,0.00,8.4,1014.4,0.00,0.00
2026-04-13T07:00,13.9,0.00,9.7,1014.0,0.00,0.00
2026-04-13T08:00,13.9,0.00,9.3,1013.9,0.00,0.00
2026-04-13T09:00,13.9,0.00,9.2,1013.9,0.00,0.00
2026-04-13T10:00,14.3,0.00,9.8,1012.8,0.00,0.00
2026-04-13T11:00,14.2,0.00,9.6,1013.4,0.00,0.00
2026-04-13T12:00,14.0,0.00,9.5,1013.5,0.00,0.00
2026-04-13T13:00,13.4,0.10,9.0,1013.4,0.00,0.10
2026-04-13T14:00,12.8,0.00,8.9,1013.7,0.00,0.00
2026-04-13T15:00,12.4,0.00,8.2,1013.9,0.00,0.00
2026-04-13T16:00,12.5,0.00,8.4,1013.6,0.00,0.00
2026-04-13T17:00,12.1,0.00,7.8,1013.3,0.00,0.00
2026-04-13T18:00,11.8,0.00,7.6,1013.7,0.00,0.00
2026-04-13T19:00,11.6,0.00,7.6,1013.5,0.00,0.00
2026-04-13T20:00,11.1,0.00,7.2,1013.3,0.00,0.00
2026-04-13T21:00,10.7,0.00,6.9,1013.7,0.00,0.00
2026-04-13T22:00,10.4,0.00,6.8,1013.8,0.00,0.00
2026-04-13T23:00,10.0,0.00,6.6,1014.2,0.00,0.00
2026-04-14T00:00,9.7,0.00,6.8,1014.7,0.00,0.00
2026-04-14T01:00,9.7,0.10,6.9,1014.7,0.00,0.10
2026-04-14T02:00,9.9,0.00,7.3,1015.4,0.00,0.00
2026-04-14T03:00,10.4,0.00,8.1,1015.8,0.00,0.00
2026-04-14T04:00,10.8,0.90,8.7,1016.3,0.00,0.90
2026-04-14T05:00,11.5,0.20,9.2,1016.7,0.00,0.20
2026-04-14T06:00,12.3,0.10,9.8,1017.6,0.00,0.10
2026-04-14T07:00,13.1,0.30,10.4,1018.2,0.00,0.30
2026-04-14T08:00,13.3,0.10,10.6,1018.4,0.00,0.10
2026-04-14T09:00,13.6,0.00,10.9,1018.7,0.00,0.00
2026-04-14T10:00,12.5,0.00,9.7,1019.6,0.00,0.00
2026-04-14T11:00,12.0,0.10,9.3,1020.1,0.00,0.10
2026-04-14T12:00,11.7,0.00,9.0,1020.6,0.00,0.00
2026-04-14T13:00,11.4,0.00,8.8,1021.7,0.00,0.00
2026-04-14T14:00,11.0,0.00,8.4,1021.8,0.00,0.00
2026-04-14T15:00,10.3,0.00,8.0,1022.6,0.00,0.00
2026-04-14T16:00,9.3,0.00,7.3,1023.0,0.00,0.00
2026-04-14T17:00,8.6,0.00,6.6,1023.7,0.00,0.00
2026-04-14T18:00,7.9,0.00,5.9,1024.1,0.00,0.00
2026-04-14T19:00,6.9,0.00,5.1,1024.0,0.00,0.00
2026-04-14T20:00,6.5,0.00,4.7,1024.0,0.00,0.00
2026-04-14T21:00,6.1,0.00,4.2,1024.4,0.00,0.00
2026-04-14T22:00,4.4,0.00,2.7,1024.3,0.00,0.00
2026-04-14T23:00,4.0,0.00,2.1,1024.9,0.00,0.00
2026-04-15T00:00,4.1,0.00,2.4,1025.2,0.00,0.00
2026-04-15T01:00,5.1,0.00,3.2,1025.2,0.00,0.00
2026-04-15T02:00,7.6,0.00,5.8,1025.2,0.00,0.00
2026-04-15T03:00,10.0,0.00,8.1,1025.4,0.00,0.00
2026-04-15T04:00,11.9,0.00,10.1,1025.2,0.00,0.00
2026-04-15T05:00,13.4,0.00,12.4,1024.5,0.00,0.00
2026-04-15T06:00,14.7,0.00,13.9,1024.1,0.00,0.00
2026-04-15T07:00,15.5,0.00,14.7,1023.5,0.00,0.00
2026-04-15T08:00,16.2,0.00,14.8,1022.4,0.00,0.00
2026-04-15T09:00,16.3,0.00,13.3,1022.4,0.00,0.00
2026-04-15T10:00,16.7,0.00,14.2,1021.5,0.00,0.00
2026-04-15T11:00,16.7,0.00,14.1,1021.5,0.00,0.00
2026-04-15T12:00,16.0,0.00,12.8,1021.4,0.00,0.00
2026-04-15T13:00,16.0,0.00,13.2,1021.3,0.00,0.00
2026-04-15T14:00,15.0,0.00,12.5,1020.6,0.00,0.00
2026-04-15T15:00,13.9,0.00,11.4,1021.2,0.00,0.00
2026-04-15T16:00,12.7,0.00,10.1,1021.2,0.00,0.00
2026-04-15T17:00,11.8,0.00,9.4,1021.4,0.00,0.00
2026-04-15T18:00,11.0,0.00,8.6,1021.3,0.00,0.00
2026-04-15T19:00,10.3,0.00,7.7,1021.6,0.00,0.00
2026-04-15T20:00,9.9,0.00,7.5,1020.7,0.00,0.00
2026-04-15T21:00,9.7,0.00,7.4,1020.6,0.00,0.00
2026-04-15T22:00,9.5,0.00,7.3,1020.4,0.00,0.00
2026-04-15T23:00,9.2,0.00,6.9,1020.1,0.00,0.00
2026-04-16T00:00,9.1,0.00,6.6,1020.2,0.00,0.00
2026-04-16T01:00,9.6,0.00,7.4,1020.4,0.00,0.00
2026-04-16T02:00,10.7,0.00,8.4,1020.2,0.00,0.00
2026-04-16T03:00,12.1,0.00,9.8,1020.1,0.00,0.00
2026-04-16T04:00,14.4,0.00,12.5,1020.7,0.00,0.00
2026-04-16T05:00,16.1,0.00,14.3,1020.0,0.00,0.00
2026-04-16T06:00,17.7,0.00,16.2,1020.3,0.00,0.00
2026-04-16T07:00,18.7,0.00,17.4,1019.7,0.00,0.00
2026-04-16T08:00,19.3,0.00,16.9,1019.5,0.00,0.00
2026-04-16T09:00,19.8,0.00,16.9,1019.4,0.00,0.00
2026-04-16T10:00,19.9,0.00,16.8,1019.9,0.00,0.00
2026-04-16T11:00,19.8,0.00,17.2,1019.2,0.00,0.00
2026-04-16T12:00,19.5,0.00,16.6,1019.3,0.00,0.00
2026-04-16T13:00,17.8,0.50,14.7,1020.4,0.00,0.50
2026-04-16T14:00,15.7,0.70,14.4,1020.5,0.00,0.70
2026-04-16T15:00,15.2,0.00,14.1,1021.0,0.00,0.00
2026-04-16T16:00,14.9,0.00,13.6,1021.7,0.00,0.00
2026-04-16T17:00,14.1,0.00,13.0,1021.4,0.00,0.00
2026-04-16T18:00,13.2,0.00,12.3,1021.6,0.00,0.00
2026-04-16T19:00,12.9,0.00,11.5,1022.4,0.00,0.00
2026-04-16T20:00,12.4,0.00,11.0,1022.4,0.00,0.00
2026-04-16T21:00,11.9,0.00,10.3,1022.5,0.00,0.00
2026-04-16T22:00,10.5,0.00,8.4,1023.1,0.00,0.00
2026-04-16T23:00,9.1,0.00,7.1,1023.0,0.00,0.00
2026-04-17T00:00,8.7,0.00,7.0,1023.7,0.00,0.00
2026-04-17T01:00,9.7,0.00,8.0,1023.8,0.00,0.00
2026-04-17T02:00,11.0,0.00,9.2,1023.7,0.00,0.00
2026-04-17T03:00,12.8,0.00,11.0,1023.9,0.00,0.00
2026-04-17T04:00,15.4,0.00,13.8,1023.5,0.00,0.00
2026-04-17T05:00,16.6,0.00,15.4,1023.8,0.00,0.00
2026-04-17T06:00,17.7,0.00,16.5,1023.5,0.00,0.00
2026-04-17T07:00,18.6,0.00,16.9,1023.0,0.00,0.00
2026-04-17T08:00,19.0,0.00,16.5,1022.8,0.00,0.00
2026-04-17T09:00,19.2,0.00,16.2,1022.1,0.00,0.00
2026-04-17T10:00,19.7,0.00,16.9,1021.7,0.00,0.00
2026-04-17T11:00,19.2,0.00,15.9,1021.4,0.00,0.00
2026-04-17T12:00,18.1,0.00,14.9,1021.7,0.00,0.00
2026-04-17T13:00,16.7,0.00,13.3,1022.1,0.00,0.00
2026-04-17T14:00,15.6,0.00,12.7,1022.5,0.00,0.00
2026-04-17T15:00,14.7,0.00,12.0,1023.0,0.00,0.00
2026-04-17T16:00,13.7,0.00,11.2,1023.1,0.00,0.00
2026-04-17T17:00,13.1,0.00,10.6,1022.9,0.00,0.00
2026-04-17T18:00,12.3,0.00,9.7,1022.8,0.00,0.00
2026-04-17T19:00,11.4,0.00,8.7,1022.5,0.00,0.00
2026-04-17T20:00,11.0,0.00,8.2,1022.6,0.00,0.00
2026-04-17T21:00,10.4,0.00,7.5,1022.4,0.00,0.00
2026-04-17T22:00,9.6,0.00,6.7,1022.6,0.00,0.00
2026-04-17T23:00,9.2,0.00,6.3,1022.0,0.00,0.00
2026-04-18T00:00,9.0,0.00,6.1,1022.1,0.00,0.00
2026-04-18T01:00,9.7,0.00,6.9,1022.2,0.00,0.00
2026-04-18T02:00,11.0,0.00,8.2,1022.0,0.00,0.00
2026-04-18T03:00,12.9,0.00,10.2,1021.8,0.00,0.00
2026-04-18T04:00,15.7,0.00,13.3,1021.5,0.00,0.00
2026-04-18T05:00,17.7,0.00,15.6,1020.7,0.00,0.00
2026-04-18T06:00,19.0,0.00,17.1,1020.2,0.00,0.00
2026-04-18T07:00,19.8,0.00,18.2,1019.7,0.00,0.00
2026-04-18T08:00,20.2,0.00,17.9,1019.1,0.00,0.00
2026-04-18T09:00,20.4,0.00,17.9,1018.6,0.00,0.00
2026-04-18T10:00,20.6,0.00,18.6,1018.2,0.00,0.00
2026-04-18T11:00,20.4,0.00,18.4,1017.9,0.00,0.00
2026-04-18T12:00,20.2,0.00,17.9,1018.0,0.00,0.00
2026-04-18T13:00,20.0,0.00,18.3,1017.9,0.00,0.00
2026-04-18T14:00,17.9,0.10,15.5,1018.5,0.00,0.10
2026-04-18T15:00,16.7,0.10,14.6,1018.2,0.00,0.10
2026-04-18T16:00,16.5,0.00,15.3,1017.7,0.00,0.00
2026-04-18T17:00,16.3,0.00,14.9,1017.5,0.00,0.00
2026-04-18T18:00,15.8,0.00,14.4,1017.2,0.00,0.00
2026-04-18T19:00,15.5,0.00,14.6,1016.8,0.00,0.00
2026-04-18T20:00,14.9,0.00,13.7,1016.2,0.00,0.00
2026-04-18T21:00,14.6,0.00,13.4,1016.1,0.00,0.00
2026-04-18T22:00,14.3,0.00,13.3,1015.9,0.00,0.00
2026-04-18T23:00,13.6,0.00,12.5,1015.5,0.00,0.00
2026-04-19T00:00,13.4,0.00,12.2,1015.7,0.00,0.00
2026-04-19T01:00,12.5,0.00,10.6,1015.2,0.00,0.00
2026-04-19T02:00,12.9,0.00,11.3,1014.5,0.00,0.00
2026-04-19T03:00,13.6,0.00,12.1,1014.5,0.00,0.00
2026-04-19T04:00,14.7,0.10,13.0,1014.7,0.00,0.10
2026-04-19T05:00,14.9,0.20,13.2,1014.5,0.00,0.20
2026-04-19T06:00,14.9,0.10,12.9,1014.0,0.00,0.10
2026-04-19T07:00,13.4,0.00,10.8,1012.9,0.00,0.00
2026-04-19T08:00,12.4,0.10,9.4,1013.2,0.00,0.10
2026-04-19T09:00,11.1,0.60,7.5,1013.1,0.00,0.60
2026-04-19T10:00,9.4,3.20,5.3,1013.5,0.00,3.20
2026-04-19T11:00,8.3,5.60,4.0,1013.6,0.00,5.60
2026-04-19T12:00,7.9,5.80,3.2,1013.9,0.00,5.80
2026-04-19T13:00,6.6,4.70,2.2,1015.1,0.00,4.70
2026-04-19T14:00,6.5,5.20,2.2,1014.4,0.00,5.20
2026-04-19T15:00,6.4,5.40,2.2,1014.3,0.00,5.40
2026-04-19T16:00,5.9,4.70,1.3,1014.8,0.00,4.70
2026-04-19T17:00,6.3,1.20,1.9,1014.2,0.00,1.20
2026-04-19T18:00,5.8,0.30,1.3,1014.3,0.00,0.30
2026-04-19T19:00,5.3,0.10,1.2,1014.4,0.00,0.10
2026-04-19T20:00,5.3,0.00,1.0,1013.3,0.00,0.00
2026-04-19T21:00,5.3,0.00,1.3,1013.2,0.00,0.00
2026-04-19T22:00,5.1,0.10,1.3,1013.3,0.00,0.10
2026-04-19T23:00,5.2,0.00,1.5,1012.7,0.00,0.00
